post url,post title,post price,post location
https://newyork.craigslist.org/stn/apa/d/staten-island-bright-extra-large-studio/7694697646.html,"Bright, Extra Large Studio","$1,250","Staten Island, Grant City"
https://newyork.craigslist.org/mnh/sub/d/new-york-amazing-corporate-housing/7694694957.html,Amazing Corporate Housing Studio Fully Furnished Union SQ,"$2,500",Union Square
https://newyork.craigslist.org/mnh/apa/d/new-york-only2600true-brnewly/7694696341.html,ONLY$2600_TRUE 2 BR_NEWLY RENOVATED_LAUNDRY_ELEVATOR_ABSOLUTE DEAL,"$2,600",Harlem / Morningside
https://newyork.craigslist.org/brk/apa/d/brooklyn-renovated-bed-1bath-private/7694696106.html,Renovated 3 Bed. 1Bath Private House,"$2,300",Bensonhurst/Dyker Heights/Gravesend/Sheepshead Bay/Bay Ridge
https://newyork.craigslist.org/lgi/apa/d/holtsville-beautiful-bedroom-available/7694695970.html,Beautiful 3 bedroom available Patchogue,"$3,650",Patchogue
https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-bedroom-with-laundry/7694694567.html,"NO FEE 3 bedroom with laundry , gym , roofdeck in doorman building","$5,900",East Village
https://newyork.craigslist.org/brk/apa/d/brooklyn-live-work-lofthigh/7694694963.html,____LIVE WORK LOFT____High Ceiling's_______Laundry______Roof Aceess___,"$2,200",WILLIAMSBURG right @ L train JEFFERSON STOP_________________
https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-large-bedroom-in/7694693069.html,Brand new large 2 bedroom in prime Flatbush!,"$2,750",Brooklyn
https://newyork.craigslist.org/que/apa/d/long-island-city-long-island-city/7694692834.html,LONG ISLAND CITY-COMPLETE HOUSE,"$5,300",LONG ISLAND CITY - ASTORIA - QUEENS
https://newyork.craigslist.org/brk/apa/d/brooklyn-monster-bed-on-franklin-ave/7694692714.html,**MONSTER 1 BED ON FRANKLIN AVE!! DEAL!!!!,"$2,995",brooklyn
https://newyork.craigslist.org/mnh/apa/d/new-york-superb-west-vil-xl-1br-dw-yard/7694692147.html,"Superb West Vil XL 1br, DW, yard, gorgeous!","$4,895",West Village
https://newyork.craigslist.org/que/apa/d/forest-hills-huge-updated-studio-in/7694690476.html,Huge updated studio in a classic prewar building,"$1,850",Forest Hills
https://newyork.craigslist.org/brk/apa/d/brooklyn-the-clocktower-at-the-saint/7694689513.html,The Clocktower at The Saint Marks,"$6,500",Bushwick
https://newyork.craigslist.org/mnh/apa/d/new-york-nice-bedroom-apt-for-rent/7694689168.html,Nice 1 bedroom apt for rent.,"$2,200",East Harlem
https://newyork.craigslist.org/mnh/apa/d/new-york-east-village-luxury-renovated/7694684131.html,East Village Luxury Renovated 3BD w/ Balcony - DM Roof Deck GYM,"$5,800",East Village
https://newyork.craigslist.org/que/apa/d/south-richmond-hill-beautiful-newly/7694586348.html,Beautiful newly renovated 🏠 3 bedroom 2 bathroom🎈🎈🎈,"$3,000",South Richmond hill
https://newyork.craigslist.org/que/apa/d/jamaica-700-room-and-800-room-for-rent/7694639925.html,$700 room and $800 room for rent!!!,$700,Queens
https://newyork.craigslist.org/brk/apa/d/brooklyn-duplex-br-apt-in-bay-ridge/7694651831.html,DUPLEX 1 BR APT IN BAY RIDGE,"$2,400",BAYRIDGE.BROOKLYN
https://newyork.craigslist.org/brk/apa/d/brooklyn-d-in-unitsuper-large4-bed-bath/7694677455.html,W/D IN UNIT🧺SUPER LARGE🤩4 BED 2 BATH🛁,"$3,400",BEDFORD STUYVESANT
https://newyork.craigslist.org/mnh/apa/d/new-york-sun-soaked-studio-with-private/7694677058.html,SUN SOAKED STUDIO WITH PRIVATE BALCONY IN FIDI!! NO FEE!!,"$3,482",Financial District
https://newyork.craigslist.org/brk/apa/d/brooklyn-cityfheps-ok-showing-4pm-few/7694676888.html,CITYFHEPS OK SHOWING 4PM - FEW MINS TO TRAIN - SAME DAY APPROVAL,"$3,300",Brooklyn
https://newyork.craigslist.org/mnh/apa/d/new-york-huge-renovated-rent-stablized/7694673464.html,Huge Renovated RENT STABLIZED 1 BDRM- E;v&Lndy-North Chelsea-W 29 ST.,"$3,231",Chelsea
https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-studio-apartment/7694673131.html,GORGEOUS STUDIO APARTMENT MIDTOWN EAST. CONDO BUILDING,"$3,000",Midtown East
https://newyork.craigslist.org/brk/apa/d/brooklyn-crown-heights-15br-15ba-duplex/7694671669.html,CROWN HEIGHTS - 1.5Br/1.5ba Duplex w/Private Backyard - Laundry,"$3,345",Crown Heights
https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-luxury-bed-bath/7694670290.html,**STUNNING LUXURY 3 BED/ 2 BATH DUPLEX IN PLG**NO FEE**,"$4,125",Prospect Lefferts Gardens
https://newyork.craigslist.org/mnh/apa/d/new-york-flex-harder-than-terry-crews/7694668636.html,Flex harder than Terry Crews,"$2,600",Financial District
https://newyork.craigslist.org/que/apa/d/east-elmhurst-massive-bed-15-bath-all/7694666307.html,------MASSIVE 2 BED 1.5 BATH-----ALL UTLITIES INCLUDED-----PRIME ASTOR,"$2,799",Astoria
https://newyork.craigslist.org/mnh/apa/d/new-york-the-upgrade-that-youve-been/7694666080.html,the upgrade that you've been looking for!,"$3,100",Financial District
https://newyork.craigslist.org/brk/apa/d/gowanus-no-fee-1br-1ba-laundry/7694666073.html,"Gowanus No Fee 1br/1ba Laundry, Dishwasher, Exposed Brick","$3,050",Gowanus
https://newyork.craigslist.org/brk/apa/d/brooklyn-rent-stabilized-large-bedroom/7694665474.html,RENT STABILIZED Large 1 bedroom in BEDSTUY,"$2,300",Brooklyn
https://newyork.craigslist.org/que/apa/d/jackson-heights-jackson-heights-bed/7694664551.html,"JACKSON HEIGHTS- 1 BED / 1 BATH - GREAT LOCATION, NEAR SCHOOLS!!!","$2,100",queens
https://newyork.craigslist.org/brk/apa/d/clinton-hill-4br-1ba-weeks-free/7694664191.html,"Clinton Hill 4br/1ba 2 weeks free LargeRooms,Exposed Brick, Dishwasher","$5,100",Clinton Hill
https://newyork.craigslist.org/brk/apa/d/brooklyn-amazing-bed-bath-with-huge/7694663962.html,✨Amazing 2 BED  1 BATH with a huge private yard for a great price!,"$2,700",Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-huge-luxury-bedroom/7694662886.html,Brand New HUGE Luxury 3 BEDROOM LOFT!! NO FEE !!,"$9,100",Williamsburg
https://newyork.craigslist.org/brk/apa/d/brooklyn-luxury-large-3br-laundry-gym/7694662267.html,🟢Luxury🔴 LARGE 3BR/LAUNDRY/GYM/GAME ROOM/PARKING J/M/Z TRAIN,"$3,225",Bedstuy
https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-luxury-bedroom-loft/7694662212.html,Brand New Luxury 2 BEDROOM LOFT Stunning Views!! NO FEE !!,"$6,700",Williamsburg
https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-luxury-bed-loft/7694661629.html,Brand New Luxury 1 Bed LOFT WILLIAMSBURG Stunning Views!! NO FEE !!,"$4,000",Williamsburg
https://newyork.craigslist.org/brk/apa/d/new-york-no-fee-massive-luxury/7694660638.html,NO FEE Massive Luxury Waterfront Williamsburg Penthouse Loft 3 Bed!!!!,"$9,100",Williamsburg
https://newyork.craigslist.org/brk/apa/d/new-york-no-fee-brand-new-stunning/7694660480.html,NO FEE Brand New Stunning Luxury Greenpoint 1 Bedroom!,"$4,308",Greenpoint / Williamsburg
https://newyork.craigslist.org/que/apa/d/maspeth-no-fee-new-25-bed-duplex-huge/7694660022.html,NO FEE!! New 2.5 Bed DUPLEX w/ HUGE BACKYARD & WASHER & DRYER!,"$3,195",Ridgewood / Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedstuy-mini-penthousew-in/7694659082.html,"BedStuy mini Penthouse!!W/d in unit, private deck,Dishwsh-1 mo. free!!","$2,783",BedStuy
https://newyork.craigslist.org/brk/apa/d/bedstuy-1br-1ba-elevator-gym-laundry-d/7694657327.html,"BEDSTUY 1Br/1Ba Elevator, Gym, Laundry, W/D in unit 2 months free!!","$3,500",BedStuy
https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-24h-doorman-free-gym/7694656110.html,"NO FEE 24H doorman + Free Gym ,Lounge ,laundry","$3,000",Financial District
https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-huge-loft-space/7694655815.html,BUSHWICK Huge Loft space - Laundry - High Ceilings - 1 month free!,"$4,200",Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedstuy-1br-1ba-amenities-d-in/7694653042.html,BEDSTUY 1br/1ba Amenities - W/D in unit-Elevator-Gym-2 Mo. free!!,"$3,700",BedStuy
https://newyork.craigslist.org/mnh/apa/d/new-york-luxury-building-month-free-no/7694650491.html,Luxury Building | 1 MONTH FREE | NO FEE | Elevator | Doorman,"$4,200",Financial District
https://newyork.craigslist.org/brk/apa/d/brooklyn-crown-heights-15br-15ba-duplex/7694648317.html,Crown Heights 1.5br/1.5ba - Duplex near Franklin ave!,"$3,000",Crown Heights
https://newyork.craigslist.org/brk/apa/d/brooklyn-charming-bdrm-office-available/7694647876.html,CHARMING 2 BDRM+ OFFICE AVAILABLE IN BED-STUY!! NO FEE!!ASAP MOVE IN😍,"$2,695",Brooklyn
https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-bdrm-apt-available-in/7694647542.html,HUGE 5 BDRM APT AVAILABLE IN PRIME GREENPOINT!!NO FEE!! GREAT LOCATION,"$5,500",Greenpoint
https://newyork.craigslist.org/brk/apa/d/brooklyn-cheap-bdrm-office-in-bed-stuy/7694647403.html,CHEAP 1 BDRM+ OFFICE IN BED-STUY!! ASAP MOVE IN!!!NO FEE🤩🤩,"$2,195",Brooklyn
https://newyork.craigslist.org/brk/apa/d/brooklyn-cheap-bdrm-available-in-prime/7694647280.html,🌼CHEAP 2 BDRM AVAILABLE IN PRIME GREENPOINT!! NO FEE!!GREAT LOCATION🌼,"$3,100",Greenpoint
https://newyork.craigslist.org/brk/apa/d/brooklyn-massive-bdrm-duplex-in-bedstuy/7694647145.html,MASSIVE 5 BDRM DUPLEX IN BEDSTUY!! PRIVATE YARD!! IN UNIT W/D!!NO FEE🌼,"$4,450",Bedstuy
https://newyork.craigslist.org/mnh/apa/d/new-york-chelsea-studio-with-laundry-in/7694646919.html,Chelsea studio with laundry in building,"$3,350",Chelsea
https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-bed-plus-office-bed/7694645736.html,🔥Spacious 2 bed plus office   bed 2 bath apt in Bushwick near the L train,"$2,900",Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-bed-bath-apt-in/7694645267.html,🤩Stunning 3 bed 1 bath apt in Bushwick ✨,"$3,200",Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedstuy-2br-2ba-amenities/7694645022.html,BEDSTUY 2br/2ba Amenities - 2 months free - no fee,"$4,500",BedStuy
