post url,post title,post price,post location
https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-views-amazing/7694832498.html,STUNNING VIEWS -- AMAZING AMENITIES -- CONDO FINISHES,"$2,900",Financial District
https://newyork.craigslist.org/que/apa/d/astoria-reduced-fee-bedroom-apt/7694831638.html,"Reduced Fee 1 bedroom apt available now, luxury unit","$3,000",Astoria
https://newyork.craigslist.org/brk/apa/d/brooklyn-true-bedroom-bushwick/7694831677.html,True 2 Bedroom - Bushwick - Available Now!,"$2,650","Bushwick, Brooklyn"
https://newyork.craigslist.org/lgi/apa/d/garden-city-no-fee-studio-apartment/7694831094.html,No Fee *Studio Apartment* Kitchen_Bath_Laundry_LIRR,"$2,490",Port Washington
https://newyork.craigslist.org/brk/apa/d/newly-renovatedspacious2/7694825963.html,_Newly renovated_Spacious_2 BedroomBrownstone Near express Trains,"$3,299",Clinton hill/ Prospect Heights/ Bed Stuy/ Crown Heights
https://newyork.craigslist.org/brk/apa/d/brooklyn-amazingnewly/7694825780.html,Amazing_Newly renovated_Spacious_king Size 2BR_Near Prospect Park,"$2,999",Prospect Heights/ Crown Heights/ Lefferts Garden/Park slope
https://newyork.craigslist.org/mnh/apa/d/new-york-ehv-voucher-approved-voucher/7694823747.html,EHV Voucher Approved Voucher Lincoln Square 1/2/3 Train,"$3,731",Upper West Side
https://newyork.craigslist.org/brk/apa/d/brooklyn-sun-filled-15-bedroom-of/7694820427.html,Sun filled 1.5 bedroom of a Historical 4 -story Brownstone  Jan 1st,"$2,900",Clinton Hill/Bedstuy
https://newyork.craigslist.org/que/apa/d/brooklyn-beautiful-1st-floor-bedroom/7694816037.html,*** Beautiful 1st Floor 1 Bedroom Apartment **********,"$2,100",Canarsie
https://newyork.craigslist.org/mnh/apa/d/new-york-bedroom-central-harlem-lease/7694812822.html,"1 bedroom Central Harlem lease takeover Jan 1, 2024","$2,495",Harlem / Morningside
https://newyork.craigslist.org/que/apa/d/far-rockaway-fully-secured-and-safest/7694805220.html,Fully Secured and Safest in Far Rockaway,$799,Far Rockaway Blvd
https://newyork.craigslist.org/que/apa/d/ozone-park-great-for-roommates-bed/7694803928.html,"Great for Roommates (2 Bed) Utilities Included, Close to JFK / A Train","$2,275",Ozone Park / Howard Beach / Woodhaven / East NY
https://newyork.craigslist.org/que/apa/d/ozone-park-cmodo-habitaciones-todo/7694803474.html,"Cómodo (2 Habitaciones) Todo Incluido, Cerca de JFK / Tren A","$2,275",Ozone Park / Howard Beach / Woodhaven / East NY
https://newyork.craigslist.org/que/apa/d/ozone-park-cozy-room-rent-utilities/7694803292.html,"Cozy ROOM 4 Rent, Utilities Included, Close to JFK, Q11 Bus / A Train","$1,250",Ozone Park / Howard Beach / Woodhaven / Crossbay
https://newyork.craigslist.org/brk/apa/d/brooklyn-avail-xmas-nye-bedroom-apt-in/7694800947.html,Avail Xmas +NYE: 1 bedroom Apt in Williamsburg,$220,Williamsburg
https://newyork.craigslist.org/brk/apa/d/renovated-bed-basement-in-ditmas-park/7694799039.html,🔥🔥🔥RENOVATED 3 BED BASEMENT IN DITMAS PARK!! LAUNDRY!!,"$2,650",Ditmas Park
https://newyork.craigslist.org/mnh/apa/d/new-york-live-the-vill-dream-charmng/7694798341.html,"""LIVE"" THE W VILL DREAM-CHARMNG SPACIOUS STUDIO-ZEN GARDEN-W/D-WBFP-DW","$4,200",East Village
https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-brand-new-beautiful/7694797663.html,NO FEE Brand New Beautiful Prospect Heights Luxury 3 Bed MONTH FREE,"$6,540",Prospect Heights
https://newyork.craigslist.org/brk/apa/d/brooklyn-prime-carroll-gardens-bedroom/7694797172.html,Prime Carroll Gardens 2 Bedroom W/ Hardwood Floors,"$3,150",Carroll Gardens
https://newyork.craigslist.org/brk/apa/d/gorgeous-bed-laundry-available-in-ocean/7694795777.html,Gorgeous 1 Bed w/ Laundry available in Ocean Hill!,"$2,400","Ocean Hill / Bushwick border, short walk from A, C, J, Z & L"
https://newyork.craigslist.org/brk/apa/d/gorgeous-bed-available-in-ocean-hill/7694795440.html,Gorgeous 2 Bed available in Ocean Hill!,"$2,599","Ocean Hill / Bushwick border, short walk from A, C, J, Z & L"
https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-bed-gym-laundry-bike/7694795242.html,"Gorgeous 1 Bed w/ Gym, Laundry, Bike Room, Game Room, & Roof Deck!","$2,499","Ridgewood, walking distance from the L & M train lines."
https://newyork.craigslist.org/brk/apa/d/bed-25-bath-duplex-private-deck-in-unit/7694795007.html,5 Bed 2.5 Bath Duplex w/ PRIVATE Deck & in-unit Washer + Dryer!,"$4,799","Bushwick, short walk from Kosciusko St. J train."
https://newyork.craigslist.org/brk/apa/d/brooklyn-gorgeous-bed-in-unit-laundry/7694794867.html,Gorgeous 4 Bed w/ in-unit laundry available in Bushwick!,"$2,995","Bushwick, short walk from the Wilson L train line."
https://newyork.craigslist.org/mnh/apa/d/new-york-sparkling-spacious-3br-lndry/7694794576.html,“SPARKLING” SPACIOUS 3BR-LNDRY-LRG LIV RM-SEP SS KI-DW-CLOS SPA-SUN-AC,"$5,250",Gramercy
https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-unreal-massive-brand/7694794467.html,NO FEE Unreal Massive Brand New Waterfront Williamsburg Lofts 1&2 Beds,"$6,900",Williamsburg
https://newyork.craigslist.org/mnh/apa/d/new-york-comforts-of-home-gigantic-3br/7694794428.html,"""COMFORTS OF HOME” (GIGANTIC) 3BR/2BA-COMF SIZ LIV RM-2 DECOR FP-SS-DW","$6,350",Flatiron
https://newyork.craigslist.org/fct/apa/d/bridgeport-spacious-bedroom-apartment/7694794006.html,Spacious 2 BEDROOM APARTMENT-Available Immediately,"$1,650",1175 North Avenue
https://newyork.craigslist.org/mnh/apa/d/new-york-amazing-humongous-1br-dm-elev/7694793719.html,“AMAZING” HUMONGOUS 1BR-DM/ELEV/LNDRY/LIVIN SUPER-GIGANTC LIV RM-DW-AC,"$3,350",Midtown East
https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-massive-newly-renovated/7694793675.html,NO FEE Massive Newly Renovated Waterfront Williamsburg Loft 1 Bed,"$4,525",Williamsburg
https://newyork.craigslist.org/mnh/apa/d/no-fee-ultimate/7694793264.html,"NO FEE! “ULTIMATE APT!""ASTONISHING(SPACIOUS)LOFTLIKE 3BR-WD-EXP BRK-AC","$6,750",SoHo
https://newyork.craigslist.org/mnh/apa/d/new-york-spectacular-large2br-2ba-big/7694793017.html,"“SPECTACULAR” (LARGE)2BR/2BA ""BIG"" LIV RM/DINING AREA-SEP SS KIT-DW-AC","$6,750",Upper East Side
https://newyork.craigslist.org/fct/apa/d/stamford-discountedlarge/7694791520.html,"DISCOUNTED*LARGE 2BR,2Bth$2775,Hardwd,W/D,Terr,Bedford St.","$2,775",Stamford
https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-lrg-alcov-studio-dm/7694790461.html,“GORGEOUS” LRG ALCOV STUDIO-DM/ELEV/LNDRY-SPACIOUS LIV RM-VIEWS-DW-CAC,"$3,150",Midtown West
https://newyork.craigslist.org/brk/apa/d/brooklyn-bright-and-airy-charming/7694789730.html,"Bright and airy, charming Studio in Cobble Hill","$2,700",Cobble Hill
https://newyork.craigslist.org/que/apa/d/sunnyside-49th-street-and-skillman-ave/7694789857.html,49TH STREET AND SKILLMAN AVE TWO BEDROOMS NEAR #7 TRAIN,"$2,200",SUNNYSIDE
https://newyork.craigslist.org/brk/swp/d/brooklyn-seeking-live-in-girlfriend/7694788446.html,Seeking live in girlfriend,$0,brooklyn
https://newyork.craigslist.org/que/apa/d/sunnyside-40th-street-and-43rd-ave-one/7694787489.html,40TH STREET AND 43RD AVE ONE BEDROOM NEAR #7 TRAIN,"$1,790",SUNNYSIDE
https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-2bed-1bathno-fee/7694786031.html,"🌟Stunning 2Bed-1Bath🌳No Fee, Laundry In Unit, Ready Now!","$2,700",Brooklyn
https://newyork.craigslist.org/mnh/apa/d/new-york-tiny-and-complete-studio-1500/7694783978.html,Tiny and complete studio! $1500 all utilities included,"$1,500",Upper West Side
https://newyork.craigslist.org/fct/apa/d/stamford-beautiful-700-sq-ft-studio/7694783178.html,Beautiful 700 Sq Ft Studio just steps from campus!,"$1,705",Stamford
https://newyork.craigslist.org/fct/apa/d/stamford-this-deal-wont-last-long/7694783056.html,"This deal won't last long! Gorgeous 2 bed, 1 bath! Prime location.","$2,069",Stamford
https://newyork.craigslist.org/fct/apa/d/stamford-style-and-luxury-at-residences/7694782953.html,Style and Luxury at Residences on Bedford. 1 bed / 1 bath / 768 sq ft!,"$1,795",Stamford
https://newyork.craigslist.org/que/apa/d/flushing-apartment-ground-floor-bedroom/7694782530.html,Apartment Ground Floor 1 bedroom/Studio,"$1,400",Kew Garden Hills
https://newyork.craigslist.org/brk/apa/d/brooklyn-mod-3br-duplex-two-floors/7694782493.html,MOD 3BR DUPLEX TWO FLOORS SPACE NEAR L TRAIN! Massive space! amazing,"$3,250",Bushwick Ridgewood
https://newyork.craigslist.org/brk/apa/d/brooklyn-big-crown-heights-bed-on/7694781038.html,🌟Big Crown Heights 3 Bed on Nostrand & Eastern Parkway!,"$3,600",Crown Heights
https://newyork.craigslist.org/brk/apa/d/brooklyn-big-crown-heights-bedroom-unit/7694780962.html,🌟Big Crown Heights 1 Bedroom Unit! W/D in Unit!,"$2,450",Crown Heights
https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-bushwick-bedroom/7694780871.html,🌟Spacious Bushwick 2 Bedroom! Prime Location! No Fee,"$2,800",Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-awesome-williamsburg-bed/7694780782.html,🌟Awesome Williamsburg 1 Bed Duplex! Luxury Building! Tons of Closet Space!,"$3,800",Williamsburg
https://newyork.craigslist.org/brk/apa/d/brooklyn-perfect-king-sized-bedroom/7694780698.html,🌟A Perfect king Sized 3 Bedroom Apartment in Crown Heights!,"$3,350",Brooklyn
https://newyork.craigslist.org/brk/apa/d/brooklyn-out-of-this-world-williamsburg/7694780561.html,🌟Out of this World Williamsburg 4 Bed with Massive Living Space!,"$6,500",Williamsburg
https://newyork.craigslist.org/brk/apa/d/brooklyn-williamsburg-bed-with-private/7694780327.html,🌟Williamsburg 3 Bed with Private Backyard! 1 Block from L Train! $4500 No Fee,"$4,500",Williamsburg
https://newyork.craigslist.org/mnh/apa/d/new-york-huge-les-bedroom-a-separate/7694780392.html,🌟Huge LES 1 Bedroom w/ a Separate Loft Space!,"$3,500",New York
https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-with-private-backyard-in/7694780462.html,🌟2 Bed with Private Backyard in Flatbush!,"$2,700",Brooklyn
https://newyork.craigslist.org/que/apa/d/brooklyn-new-bushwick-bed-bath-private/7694780254.html,🌟New Bushwick 2 Bed 2 Bath w/ Private Backyard & w/D in Unit!,"$3,500",Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-elevator-balcony/7694779820.html,"1 Bedroom W/ Elevator,  Balcony, Dishwasher, Granite Countertops","$2,900",Flatbush
https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-bed/7694779513.html,Bushwick 2 Bed!,"$2,750",Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-with-hardwood-floors/7694778981.html,1 Bedroom with Hardwood Floors Bay Ridge,"$1,800",Bay Ridge
https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-hardwood-floors-intercom/7694778535.html,"Studio W/ Hardwood Floors, Intercom","$2,100",Boerum Hill
https://newyork.craigslist.org/mnh/sha/d/fall-winter-housing-available-free/7692329741.html,Fall/Winter Housing  Available!! Free/Reduced rent .......,$0,Chinatown / Lit Italy
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-flex-rail-road-in/7694777760.html,1 bedroom / 2 flex rail road in bushwick! L and M train at myrtle-wyckoff,"$2,500",Brooklyn
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-hardwood-floors/7694777651.html,"1 Bedroom W/ Hardwood Floors, Exposed Brick, Eat-in-Kitchen","$2,950",Cobble Hill
https://newyork.craigslist.org/brk/apa/d/west-new-york-bedroom-office-dishwasher/7694777160.html,"3 Bedroom + Office W/ Dishwasher, Hardwood Floors, Ceiling Fan","$2,500",Weehawken
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-office-hardwood-floors/7694776527.html,1 Bedroom + Office W/ Hardwood Floors & Stainless Steel Appliances,"$2,500",Gowanus
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-hardwood-floors/7694774627.html,1 Bedroom W/ Hardwood Floors & Stainless Steel Appliances,"$1,700",Gravesend
https://newyork.craigslist.org/brk/apa/d/brooklyn-laundry-hw-floors-eat-in/7694774121.html,"W/ Laundry, HW Floors, Eat-In Kitchen & More","$2,100",Bay Ridge
https://newyork.craigslist.org/brk/apa/d/brooklyn-3400-gross-2800-net-bed/7694773624.html,"$3,400 Gross/$2,800 Net - 3 Bed W/ Hardwood Floors,  Kitchen Island","$2,800",Dyker Heights
https://newyork.craigslist.org/que/apa/d/fresh-meadows-fresh-meadows-studios/7694772797.html,FRESH MEADOWS-STUDIOS-PRIVATE HOUSE,"$1,500",FRESH MEADOWS-QUEENS
https://newyork.craigslist.org/jsy/apa/d/west-new-york-bedroom-washer-dryer-hook/7694766588.html,2 Bedroom W/ Washer/Dryer Hook-Up & Newly Renovated Floors,"$2,000",Weehawken
https://newyork.craigslist.org/brk/apa/d/brooklyn-1st-floor-bedroom-bath/7694765922.html,1st floor 2 bedroom 1 bath.,"$2,100",Midwood @ Kingshighway B/Q subway
https://newyork.craigslist.org/que/apa/d/astoria-near-broadway-stop-br-shared/7694762907.html,"Near N Broadway stop! 2 BR w/ shared backyard, ALL utilities included!","$2,595",ASTORIA
https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-mod-duplex-15-ba/7694761898.html,STUNNING MOD DUPLEX 1.5 BA GORGEOUS SPACE DISHWASHER CENTRAL AC,"$3,200",Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-large-renovated-2br/7694761409.html,BEAUTIFUL LARGE RENOVATED 2BR PRIVATE YARD MASSIVE LIVING ROOM GREAT!,"$2,800",Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-washer-and-dryer-roof/7694760650.html,Studio w/ Washer and Dryer Roof Access - Free Storage unit,"$2,450",Prospect Lefferts Gardens `
https://newyork.craigslist.org/brk/apa/d/brooklyn-fabulous-huge-private-yard/7694760193.html,FABULOUS HUGE PRIVATE YARD GARDEN LEVEL LAUNDRY HOOKUP AMAZING 2 BR,"$2,700",BUSHWICK
https://newyork.craigslist.org/que/apa/d/astoria-44th-street-near-broadway-top/7694759181.html,"44th Street near Broadway ! TOP FLOOR , STUNNING 2 bedroom!","$2,500",ASTORIA
https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-fully-renovated-proper/7694756257.html,NO fee!- Fully Renovated!-  Proper Williamsburg!- Right by the Sway!,"$3,150",Williamsburg
https://newyork.craigslist.org/brk/apa/d/brooklyn-stylish-bed-bath-in-bushwick/7694756507.html,"STYLISH 1 BED 1 BATH IN BUSHWICK!! PRIVATE PATIO, BLUETOOTH, NO FEE!","$2,600",Bushwick
https://newyork.craigslist.org/mnh/apa/d/new-york-ultra-nice-alcove-studio-elev/7694756085.html,“ULTRA NICE ALCOVE STUDIO” ELEV/LNDRY/LIVIN SUPR-SS KI-DW-R-PIC WINDOS,"$2,650",Upper East Side
https://newyork.craigslist.org/brk/apa/d/brooklyn-super-spaciousprivate-backyard/7694754111.html,SUPER SPACIOUS🔥PRIVATE BACKYARD🌳🌳,"$2,450",BUSHWICK📍👍
https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-elevator-dishwasher/7694753434.html,"2 Bed W/ Elevator, Dishwasher, Laundry, HW Floors,","$2,300",Midwood
https://newyork.craigslist.org/que/apa/d/howard-beach-bedroom-spacious-duplex/7694752701.html,3 Bedroom Spacious  Duplex Apartment,"$2,700",Howard Beach
https://newyork.craigslist.org/mnh/apa/d/new-york-large-brprivate-deckeast/7694752144.html,LARGE 1 BR_PRIVATE DECK_EAST VILLAGE_HOTTEST LISTING_NEAR NYU,"$2,695",East Village
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-office-eat-in-kitchen/7694751955.html,"2 Bedroom + Office W/ Eat-In Kitchen, Granite Countertops,","$2,300",Dyker Heights
https://newyork.craigslist.org/stn/apa/d/staten-island-commercial-space-in-the/7694750567.html,Commercial Space in the West Brighton,"$2,500",Staten Island
https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-luxury-amenity/7694750515.html,Brand NEW Luxury Amenity Building,"$3,511",Bedford-Stuyvesant
https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-stainless-steel-appl/7694750044.html,"2 Bed W/ Stainless Steel Appl., Hardwood Floors, Granite Countertops","$2,700",Greenwood
https://newyork.craigslist.org/brk/apa/d/brooklyn-one-room-prime-bushwick/7694749695.html,ONE ROOM - PRIME BUSHWICK - JANUARY 1ST,"$1,300",Brooklyn
https://newyork.craigslist.org/brk/apa/d/brooklyn-ground-floor-renovated-one/7694749118.html,Ground Floor Renovated One Bedroom,"$2,950",Prospect Heights
https://newyork.craigslist.org/mnh/apa/d/beautiful-private-backyard-no-stairs/7694746241.html,Beautiful private backyard! No stairs! Laundry in building!,"$1,950",East Harlem
https://newyork.craigslist.org/fct/apa/d/bridgeport-bedroom-attic-apt-recently/7694745768.html,2 bedroom attic apt recently renovated,"$1,850",Bridgeport
https://newyork.craigslist.org/mnh/apa/d/new-york-brand-new-br-duplex-with/7694730895.html,🧱Brand New 2 BR Duplex with Private yard 1 Block From Central Park🌳,"$6,700",Upper West Side
https://newyork.craigslist.org/brk/apa/d/brooklyn-studio-in-the-sunset-park-area/7694743932.html,Studio in the Sunset Park area W Hardwood Floors,"$1,700",Sunset Park
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-in-the-sunset-park/7694742539.html,1 Bedroom in the Sunset Park area W/ Hardwood Floors,"$1,700",Sunset Park
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-in-the-bensonhurst/7694741929.html,2 Bedroom in the Bensonhurst area W/ Ceiling Fan,"$2,300",Bensonhurst
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-office-washer-dryer/7694741328.html,"3 Bedroom + Office W/ Washer/Dryer, Dishwasher, Central Air","$3,000",Kensington
https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-dishwasher-hardwood/7694740601.html,"1 Bedroom W/ Dishwasher, Hardwood Floors, Jacuzzi","$2,395",Carroll Gardens
https://newyork.craigslist.org/brk/apa/d/brooklyn-rent-stabilized-bed-gem/7694738808.html,RENT STABILIZED 1 BED GEM!!,"$2,267",Bushwick
https://newyork.craigslist.org/brk/apa/d/brooklyn-12-month-fully-furnished/7694737717.html,"3-12 Month Fully Furnished Brownstone*Dishwasher, Washer & dryer*G","$3,300",Weeksville
https://newyork.craigslist.org/brx/apa/d/bronx-extremely-massive-bedroom-top/7694737412.html,Extremely MASSIVE 1 Bedroom Top Location,"$1,900",Pelham Bay
https://newyork.craigslist.org/mnh/apa/d/new-york-huge-newly-renovated-apartment/7694736363.html,Huge newly renovated apartment! Elevator building! Private balcony!,"$2,450",Harlem / Morningside
https://newyork.craigslist.org/mnh/apa/d/enormous-split-wing-two-bedroom-for-the/7694735617.html,Enormous Split wing two bedroom for the ultimate in privacy!,"$2,650",Harlem / Morningside
https://newyork.craigslist.org/mnh/apa/d/new-york-private-terrace-on-wall-street/7694733071.html,"Private Terrace on Wall Street *+* Just Reduced *+* Steps from 2, 3, J","$3,375",Financial District
https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-top-floor-in-unit/7694732687.html,BEAUTIFUL TOP FLOOR IN UNIT LAUNDRY SKYLIGHT QUEEN SIZED ROOMS YAYYYYY,"$3,400",Bed Stuy Bushwick border
https://newyork.craigslist.org/mnh/apa/d/new-york-brand-new-br-aptgreat-dealmust/7694732007.html,BRAND NEW 1 BR APT_GREAT DEAL_MUST SEE_Will not last,"$2,225",Harlem / Morningside
https://newyork.craigslist.org/brk/apa/d/brooklyn-recently-renovated-bed-right/7694731858.html,Recently Renovated 2 bed right off the L🚆 in Prime Bushwick,"$2,700","Bushwick, Brooklyn"
https://newyork.craigslist.org/brk/apa/d/brooklyn-simple-studio-in-crown-heights/7694731664.html,Simple Studio in Crown Heights 🏁 Heat included! 🔥,"$1,800",Brooklyn
https://newyork.craigslist.org/brk/apa/d/br-massive-private-terrace-on-historic/7694731566.html,1 BR w/Massive Private terrace🌲 on Historic Landmark Block🧱,"$2,700","Bed Stuy, Brooklyn"
https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new-luxury-bed-15-bath/7694731337.html,**BRAND NEW LUXURY 2 BED/ 1.5 BATH APT IN PLG**NO FEE**,"$2,999",Prospect Lefferts Gardens
https://newyork.craigslist.org/brk/apa/d/brooklyn-beautifully-finished-1br-in/7694730606.html,"☀️Beautifully Finished 1BR in Gorgeous Limestone, blocks from A/C 👑","$2,500","Crown Heights, Brooklyn"
https://newyork.craigslist.org/brk/apa/d/brooklyn-room-in-2bdrm-apartment/7694730502.html,Room in 2bdrm apartment,"$1,350",Bedstuy
https://newyork.craigslist.org/brk/apa/d/brooklyn-urban-delightcharming-duplex/7694729289.html,URBAN DELIGHT🔥CHARMING DUPLEX😍,"$3,000",CROWN HEIGHTS 📍📍🔥🔥
https://newyork.craigslist.org/mnh/apa/d/new-york-brand-new-light-filled-1bed/7694729096.html,"🏆Brand New Light-Filled 1bed /1bath Condo with W/D in Unit , 15Floor","$5,650",Midtown East
https://newyork.craigslist.org/mnh/apa/d/new-york-months-free-flex/7694727810.html,2 MONTHS FREE/ FLEX 2,"$3,378",Midtown West
https://newyork.craigslist.org/brk/apa/d/brooklyn-large-bright-2br-unit-on-ocean/7694726711.html,Large Bright 2BR unit on Ocean Pkwy,"$2,300",Kensington
https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-duplex-br-east-63hot/7694724555.html,GORGEOUS DUPLEX 2 BR-EAST 63_HOT DEAL_LAUNDRY ELEVATOR,"$3,000",Upper East Side
https://newyork.craigslist.org/brk/apa/d/brooklyn-prime-williamsburg-apt-amazing/7694724528.html,PRIME WILLIAMSBURG APT 🔥 AMAZING LOCATION! TONS OF AMENITIES 🏁⚡️,"$5,300",Brooklyn
https://newyork.craigslist.org/brk/apa/d/brooklyn-crown-heights-renovated/7694724080.html,Crown Heights Renovated 3 Bedroom 1.5 Bathroom,"$2,900",Crown Heights
https://newyork.craigslist.org/que/apa/d/south-richmond-hill-lower-level/7694722985.html,Lower level apartment for rent $1400,"$1,400",South Richmond Hill
https://newyork.craigslist.org/que/apa/d/astoria-bed-bath-luxury-building-brand/7694722205.html,3 Bed/2 Bath--Luxury Building--Brand New--Pvt Terrace,"$3,893",Long island city
https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-backyard-bushwick-bedstuy/7694721986.html,2 BED + BACKYARD 🌳😭🔥 BUSHWICK/BEDSTUY BORDER 🚊,"$2,700",Brooklyn
https://newyork.craigslist.org/brk/apa/d/brooklyn-rare-duplex-with-huge-private/7694720433.html,Rare Duplex with Huge Private Yard,"$3,250",Brooklyn
https://newyork.craigslist.org/mnh/apa/d/new-york-prime-les-gorgeous-floor/7694720597.html,"Prime LES, GORGEOUS floor-through loft, video in ad","$3,299",Lower East Side
https://newyork.craigslist.org/que/apa/d/astoria-private-terrace-bed-bath-luxury/7694720606.html,Private Terrace-- 2 Bed/2 Bath--Luxury--$800 Gift Card--No Fee,"$3,892",Astoria
https://newyork.craigslist.org/stn/apa/d/staten-island-bedroom-apt-for-rent-2400/7694720321.html,3 Bedroom Apt for Rent $2400 Bay Terrace 10306,"$2,400","BayTerrace, Staten Island"
https://newyork.craigslist.org/lgi/apa/d/great-neck-renovated-furnished-large/7694720203.html,"Renovated, Furnished Large Studio+Basement, ALL INCL, no fees","$1,450",Great Neck/NASSAU-QUEENS BORDER
https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwick-bed-with-tons-of/7694719835.html,Bushwick 3 bed with TONS of Natural Light ☀️,"$3,200",Brooklyn
https://newyork.craigslist.org/brk/apa/d/brooklyn-cozy-room-only-for-rent-shared/7694717861.html,COZY ROOM ONLY FOR RENT! SHARED KITCHEN & BATHROOM*CLOSE TO SHOPS,"$1,000",EAST NEW YORK
https://newyork.craigslist.org/brk/apa/d/brooklyn-room-only-shared-kitchen/7694714508.html,ROOM ONLY! SHARED KITCHEN & BATHROOM,$950,PROSPECT PARK LEFFERTS GARDENS
https://newyork.craigslist.org/mnh/roo/d/new-york-amazing-corporate-housing/7694701899.html,Amazing Corporate Housing Studio Fully Furnished Union SQ,"$2,500",Union Square
https://newyork.craigslist.org/brk/apa/d/brooklyn-renovatedspacious-bedroom/7694712858.html,Renovated*Spacious 2 Bedroom* Close to Shops and Trains,"$2,300",EAST FLATBUSH
https://newyork.craigslist.org/brk/apa/d/brooklyn-brand-new/7694712069.html,BRAND NEW APPLIANCES*SPACIOUS*NEWLY RENOVATED*CLOSE TO SHOPS!,"$2,200",EAST FLATBUSH
https://newyork.craigslist.org/brk/apa/d/brooklyn-room-only-for-rent-shared/7694711039.html,ROOM ONLY FOR RENT! SHARED KITCHEN & BATHROOM*CLOSE TO SHOPS,$900,PROSPECT LEFFERTS GARDENS
https://newyork.craigslist.org/mnh/sub/d/new-york-amazing-corporate-housing-stdo/7694697311.html,Amazing Corporate Housing Stdo Fully Furnished Steps to Central Park,"$2,400",Upper West Side
https://newyork.craigslist.org/mnh/roo/d/new-york-amazing-corporate-housing-stdo/7694700718.html,Amazing Corporate Housing Stdo Fully Furnished Steps to Central Park,"$2,400",New York
https://newyork.craigslist.org/que/apa/d/jackson-heights-bello-grande/7694705183.html,Bello y grande Apartamento 3 dorm/1.5 bath 79st,"$3,500",79st Jackson Heihgts Queens  NY
https://newyork.craigslist.org/mnh/apa/d/new-york-rare-findbelow-the-market/7694705071.html,RARE FIND_BELOW THE MARKET PRICE-HUGE 2 BR-ELEVATOR LAUNDRY,"$2,650",Upper East Side
https://newyork.craigslist.org/mnh/apa/d/airy-east-village-1br-lease-takeover-15/7694701744.html,Airy East Village 1BR! - Lease Takeover (1/15 or Later),"$4,000",East Village
https://newyork.craigslist.org/que/apa/d/astoria-renovated-bed-home-office/7694700826.html,Renovated 2 Bed + Home Office w/ Laundry in Unit *Astoria* Near N & W,"$3,200",Astoria / Ditmars Astoria
https://newyork.craigslist.org/mnh/vac/d/new-york-amazing-corporate-housing/7694698637.html,Amazing Corporate Housing Studio Fully Furnished Union SQ,"$2,500",Union Square
https://newyork.craigslist.org/brk/apa/d/brooklyn-huge-bed-bath-apts-in-bedstuy/7694699869.html,🤗Huge 5 bed 2 bath apts in Bedstuy. Laundry in unit🤗,"$4,300",Bedstuy
https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-bath-d-in-unit-heart-of/7694699837.html,4 Bed 2 bath W/d In unit heart of bedstuy close to J line,"$3,400",Bedstuy
https://newyork.craigslist.org/brx/apa/d/bronx-amazing-jr-apartment/7694698102.html,Amazing Jr-4 apartment,"$2,290",Riverdale
https://newyork.craigslist.org/mnh/apa/d/new-york-amazing-studiojust-hit-the/7694698841.html,"AMAZING STUDIO,JUST HIT THE MARKET!","$2,300",Murray Hill
https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-sunkissed-bed-bath/7694698081.html,✨✨Stunning sunkissed 4 bed 2  bath apt in Clinton Hill ✨✨,"$5,100",Clinton Hill
